seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	40839149	40839162	14	*	X00393	64744	40839378	40888998	49621	+	215	upstream	215	SMAP2
chr1	40915749	40915816	68	*	X00395	65243	40915774	40929390	13617	+	0	overlapStart	0	ZFP69B
chr1	40915923	40915952	30	*	X00396	65243	40915774	40929390	13617	+	0	inside	148	ZFP69B
chr1	40974245	40974255	11	*	X00397	64789	40974433	40982214	7782	+	177	upstream	177	EXO5
chr1	40974268	40974603	336	*	X00398	64789	40974433	40982214	7782	+	0	overlapStart	0	EXO5
chr1	41157240	41157271	32	*	X00399	4802	41157242	41237276	80035	+	0	overlapStart	0	NFYC
chr1	41157304	41157561	258	*	X00400	4802	41157242	41237276	80035	+	0	inside	61	NFYC
chr1	41157807	41157983	177	*	X00401	100130557	41154752	41157933	3182	-	0	overlapStart	0	NFYC-AS1
chr1	41249183	41249296	114	*	X00402	9132	41249684	41306124	56441	+	387	upstream	387	KCNQ4
chr1	42922015	42922115	101	*	X00406	79717	42922173	42926086	3914	+	57	upstream	57	PPCS
chr1	42922015	42922115	101	*	X00406	84217	42896001	42921938	25938	-	76	upstream	76	ZMYND12
chr1	42922135	42922368	234	*	X00407	79717	42922173	42926086	3914	+	0	overlapStart	0	PPCS
chr1	42922135	42922368	234	*	X00407	84217	42896001	42921938	25938	-	196	upstream	196	ZMYND12
chr1	43123975	43124161	187	*	X00408	10465	43124048	43142429	18382	+	0	overlapStart	0	PPIH
chr1	43423793	43423849	57	*	X00411	440584	43424720	43449029	24310	+	870	upstream	870	SLC2A1-AS1
chr1	43424684	43424800	117	*	X00412	440584	43424720	43449029	24310	+	0	overlapStart	0	SLC2A1-AS1
chr1	43424684	43424800	117	*	X00412	6513	43391046	43424847	33802	-	0	inside	46	SLC2A1
chr1	43996372	43996601	230	*	X00414	5792	43996547	44089343	92797	+	0	overlapStart	0	PTPRF
chr1	44678874	44679298	425	*	X00421	55929	44679125	44686351	7227	+	0	overlapStart	0	DMAP1
chr1	44870767	44871018	252	*	X00422	55182	44870960	45117396	246437	+	0	overlapStart	0	RNF220
chr1	44871035	44871051	17	*	X00423	55182	44870960	45117396	246437	+	0	inside	74	RNF220
chr1	44871104	44871143	40	*	X00424	55182	44870960	45117396	246437	+	0	inside	143	RNF220
chr1	45241076	45241573	498	*	X00428	26811	45241537	45241610	74	+	0	overlapStart	0	SNORD55
chr1	45241076	45241573	498	*	X00428	6202	45241246	45244412	3167	+	0	overlapStart	0	RPS8
chr1	45241076	45241573	498	*	X00428	94161	45242164	45242261	98	+	590	upstream	590	SNORD46
chr1	45241076	45241573	498	*	X00428	94162	45243514	45243584	71	+	1940	upstream	1940	SNORD38A
chr1	45266043	45266062	20	*	X00429	1263	45266036	45271667	5632	+	0	inside	6	PLK3
chr1	45266121	45266133	13	*	X00430	1263	45266036	45271667	5632	+	0	inside	84	PLK3
chr1	45452137	45452446	310	*	X00434	8891	45316194	45452394	136201	-	0	overlapStart	0	EIF2B3
chr1	45477039	45477052	14	*	X00435	7389	45477805	45481341	3537	+	752	upstream	752	UROD
chr1	45477039	45477052	14	*	X00435	79654	45468220	45477027	8808	-	11	upstream	11	HECTD3
chr1	45477699	45477831	133	*	X00436	7389	45477805	45481341	3537	+	0	overlapStart	0	UROD
chr1	45477699	45477831	133	*	X00436	79654	45468220	45477027	8808	-	671	upstream	671	HECTD3
chr1	45672044	45672188	145	*	X00443	57643	45482076	45672250	190175	-	0	inside	61	ZSWIM5
chr1	45672203	45672319	117	*	X00444	57643	45482076	45672250	190175	-	0	overlapStart	0	ZSWIM5
chr1	45805844	45805881	38	*	X00446	4595	45794914	45806142	11229	-	0	inside	260	MUTYH
chr1	45965714	45965735	22	*	X00447	126661	45959598	45965751	6154	-	0	inside	15	CCDC163
chr1	45965714	45965735	22	*	X00447	25974	45965856	45976739	10884	+	120	upstream	120	MMACHC
chr1	46049609	46049960	352	*	X00449	4678	46049660	46084578	34919	+	0	overlapStart	0	NASP
chr1	46152131	46152228	98	*	X00451	51249	46153847	46160108	6262	+	1618	upstream	1618	TMEM69
chr1	46152131	46152228	98	*	X00451	60313	46092976	46152302	59327	-	0	inside	73	GPBP1L1
chr1	46153625	46153997	373	*	X00452	51249	46153847	46160108	6262	+	0	overlapStart	0	TMEM69
chr1	46153625	46153997	373	*	X00452	60313	46092976	46152302	59327	-	1322	upstream	1322	GPBP1L1
chr1	46269271	46269374	104	*	X00453	23139	46269285	46501796	232512	+	0	overlapStart	0	MAST2
chr1	46269388	46269404	17	*	X00454	23139	46269285	46501796	232512	+	0	inside	102	MAST2
chr1	46713291	46713438	148	*	X00457	8438	46713367	46744145	30779	+	0	overlapStart	0	RAD54L
chr1	46768786	46769129	344	*	X00458	10489	46744072	46769038	24967	-	0	overlapStart	0	LRRC41
chr1	46768786	46769129	344	*	X00458	7388	46769380	46782447	13068	+	250	upstream	250	UQCRH
chr1	46769204	46769229	26	*	X00459	10489	46744072	46769038	24967	-	165	upstream	165	LRRC41
chr1	46769204	46769229	26	*	X00459	7388	46769380	46782447	13068	+	150	upstream	150	UQCRH
chr1	46769243	46769258	16	*	X00460	10489	46744072	46769038	24967	-	204	upstream	204	LRRC41
chr1	46769243	46769258	16	*	X00460	7388	46769380	46782447	13068	+	121	upstream	121	UQCRH
chr1	46859840	46860037	198	*	X00462	2166	46859939	46879520	19582	+	0	overlapStart	0	FAAH
chr1	47133887	47134291	405	*	X00466	64756	47100711	47134099	33389	-	0	overlapStart	0	ATPAF1
chr1	47799328	47799431	104	*	X00467	51727	47799469	47844511	45043	+	37	upstream	37	CMPK1
chr1	47799533	47799646	114	*	X00468	51727	47799469	47844511	45043	+	0	inside	63	CMPK1
chr1	48937649	48937684	36	*	X00473	54558	48761044	48937876	176833	-	0	inside	191	SPATA6
chr1	49242318	49242387	70	*	X00474	79656	49193540	49242547	49008	-	0	inside	159	BEND5
chr1	49242431	49242506	76	*	X00475	79656	49193540	49242547	49008	-	0	inside	40	BEND5
chr1	49242532	49242567	36	*	X00476	79656	49193540	49242547	49008	-	0	overlapStart	0	BEND5
chr1	49242669	49242717	49	*	X00477	79656	49193540	49242547	49008	-	121	upstream	121	BEND5
chr1	49242753	49242778	26	*	X00478	79656	49193540	49242547	49008	-	205	upstream	205	BEND5
chr1	51433792	51433811	20	*	X00479	1031	51433608	51440309	6702	+	0	inside	183	CDKN2C
chr1	51433865	51433884	20	*	X00480	1031	51433608	51440309	6702	+	0	inside	256	CDKN2C
chr1	51985023	51985259	237	*	X00487	2060	51819935	51984995	165061	-	27	upstream	27	EPS15
chr1	52344272	52344416	145	*	X00489	4898	52254866	52344609	89744	-	0	inside	192	NRDC
chr1	52520759	52520778	20	*	X00490	91408	52521857	52556388	34532	+	1078	upstream	1078	BTF3L4
chr1	52520817	52520870	54	*	X00491	91408	52521857	52556388	34532	+	986	upstream	986	BTF3L4
chr1	52607700	52607802	103	*	X00492	9372	52607766	52812358	204593	+	0	overlapStart	0	ZFYVE9
chr1	52831670	52831875	206	*	X00494	200014	52816265	52831877	15613	-	0	inside	1	CC2D1B
chr1	53192121	53192299	179	*	X00497	79699	53192131	53293013	100883	+	0	overlapStart	0	ZYG11B
chr1	53308203	53308262	60	*	X00498	440590	53308183	53360247	52065	+	0	inside	19	ZYG11A
chr1	53308275	53308942	668	*	X00499	440590	53308183	53360247	52065	+	0	inside	91	ZYG11A
chr1	53392939	53393130	192	*	X00501	55268	53361582	53392851	31270	-	87	upstream	87	ECHDC2
chr1	53392939	53393130	192	*	X00501	6342	53392901	53517289	124389	+	0	inside	37	SCP2
chr1	53685896	53686466	571	*	X00503	54987	53679772	53686289	6518	-	0	overlapStart	0	CZIB
chr1	53704124	53704271	148	*	X00504	100507564	53704282	53708455	4174	+	10	upstream	10	LOC100507564
chr1	53704124	53704271	148	*	X00504	4116	53692564	53704282	11719	-	0	inside	10	MAGOH
chr1	54304000	54304181	182	*	X00509	55706	54231134	54304225	73092	-	0	inside	43	NDC1
chr1	54411249	54411434	186	*	X00510	115353	54411999	54433841	21843	+	564	upstream	564	LRRC42
chr1	54411249	54411434	186	*	X00510	51668	54387234	54411288	24055	-	0	overlapStart	0	HSPB11
chr1	54411739	54411756	18	*	X00511	115353	54411999	54433841	21843	+	242	upstream	242	LRRC42
chr1	54411739	54411756	18	*	X00511	51668	54387234	54411288	24055	-	450	upstream	450	HSPB11
chr1	54411774	54411787	14	*	X00512	115353	54411999	54433841	21843	+	211	upstream	211	LRRC42
chr1	54411774	54411787	14	*	X00512	51668	54387234	54411288	24055	-	485	upstream	485	HSPB11
chr1	54411820	54411848	29	*	X00513	115353	54411999	54433841	21843	+	150	upstream	150	LRRC42
chr1	54411820	54411848	29	*	X00513	51668	54387234	54411288	24055	-	531	upstream	531	HSPB11
chr1	54412040	54412065	26	*	X00514	115353	54411999	54433841	21843	+	0	inside	40	LRRC42
chr1	54412040	54412065	26	*	X00514	51668	54387234	54411288	24055	-	751	upstream	751	HSPB11
chr1	54412089	54412134	46	*	X00515	115353	54411999	54433841	21843	+	0	inside	89	LRRC42
chr1	54412089	54412134	46	*	X00515	51668	54387234	54411288	24055	-	800	upstream	800	HSPB11
chr1	55181320	55181723	404	*	X00519	7268	55181495	55208328	26834	+	0	overlapStart	0	TTC4
chr1	55352822	55352861	40	*	X00521	1718	55315300	55352921	37622	-	0	inside	59	DHCR24
chr1	55680953	55681372	420	*	X00522	100507634	55681081	55683128	2048	+	0	overlapStart	0	LOC100507634
chr1	55680953	55681372	420	*	X00522	23358	55532032	55681039	149008	-	0	overlapStart	0	USP24
chr1	57044912	57045176	265	*	X00523	8613	56960419	57045257	84839	-	0	inside	80	PLPP3
chr1	59012263	59012335	73	*	X00524	115209	58939504	59012446	72943	-	0	inside	110	OMA1
chr1	59012263	59012335	73	*	X00524	1600	57463579	59012446	1548868	-	0	inside	110	DAB1
chr1	59012347	59012608	262	*	X00525	115209	58939504	59012446	72943	-	0	overlapStart	0	OMA1
chr1	59012347	59012608	262	*	X00525	1600	57463579	59012446	1548868	-	0	overlapStart	0	DAB1
chr1	59165635	59165800	166	*	X00526	114803	59120411	59165747	45337	-	0	overlapStart	0	MYSM1
chr1	59762143	59762296	154	*	X00529	55277	59762625	60228402	465778	+	328	upstream	328	FGGY
chr1	59762342	59762567	226	*	X00530	55277	59762625	60228402	465778	+	57	upstream	57	FGGY
chr1	59762602	59762689	88	*	X00531	55277	59762625	60228402	465778	+	0	overlapStart	0	FGGY
chr1	59762708	59762800	93	*	X00532	55277	59762625	60228402	465778	+	0	inside	82	FGGY
chr1	61542539	61542616	78	*	X00534	4774	61542946	61928460	385515	+	329	upstream	329	NFIA
chr1	61542769	61542798	30	*	X00535	4774	61542946	61928460	385515	+	147	upstream	147	NFIA
chr1	62190631	62190915	285	*	X00539	83941	62146719	62191095	44377	-	0	inside	179	TM2D1
chr1	62901797	62902068	272	*	X00540	7398	62901975	62917475	15501	+	0	overlapStart	0	USP1
chr1	63153737	63153754	18	*	X00543	85440	62920397	63154039	233643	-	0	inside	284	DOCK7
chr1	63153809	63153849	41	*	X00544	85440	62920397	63154039	233643	-	0	inside	189	DOCK7
chr1	63153995	63154300	306	*	X00545	85440	62920397	63154039	233643	-	0	overlapStart	0	DOCK7
chr1	63249673	63249918	246	*	X00546	84938	63249777	63330941	81165	+	0	overlapStart	0	ATG4C
chr1	63782730	63782744	15	*	X00547	199899	63624754	63782901	158148	-	0	inside	156	LINC00466
chr1	63833272	63833533	262	*	X00548	29929	63833261	63904233	70973	+	0	inside	10	ALG6
chr1	63988772	63989260	489	*	X00549	23421	63906441	63988944	82504	-	0	overlapStart	0	ITGB3BP
chr1	63988772	63989260	489	*	X00549	84455	63989013	64038364	49352	+	0	overlapStart	0	EFCAB7
chr1	64059217	64059669	453	*	X00550	5236	64058947	64125916	66970	+	0	inside	269	PGM1
chr1	65720190	65720344	155	*	X00556	9829	65720148	65881552	161405	+	0	inside	41	DNAJC6
chr1	65886359	65886373	15	*	X00560	3953	65886131	66103176	217046	+	0	inside	227	LEPR
chr1	65886359	65886373	15	*	X00560	54741	65886131	65901690	15560	+	0	inside	227	LEPROT
chr1	65886386	65886615	230	*	X00561	3953	65886131	66103176	217046	+	0	inside	254	LEPR
chr1	65886386	65886615	230	*	X00561	54741	65886131	65901690	15560	+	0	inside	254	LEPROT
chr1	67519889	67519932	44	*	X00562	23169	67465015	67520080	55066	-	0	inside	147	SLC35D1
chr1	67773011	67773043	33	*	X00563	3595	67773047	67862583	89537	+	3	upstream	3	IL12RB2
chr1	67896202	67896228	27	*	X00564	26135	67873493	67896123	22631	-	78	upstream	78	SERBP1
chr1	67895959	67896142	184	*	X00565	26135	67873493	67896123	22631	-	0	overlapStart	0	SERBP1
chr1	68150844	68151230	387	*	X00566	1647	68150860	68154021	3162	+	0	overlapStart	0	GADD45A
chr1	68297655	68297676	22	*	X00569	100289178	68297971	68668670	370700	+	294	upstream	294	GNG12-AS1
chr1	68297803	68298064	262	*	X00570	100289178	68297971	68668670	370700	+	0	overlapStart	0	GNG12-AS1
chr1	68698090	68698256	167	*	X00573	79971	68564142	68698284	134143	-	0	inside	27	WLS
chr1	68962659	68962815	157	*	X00574	55635	68939835	68962799	22965	-	0	overlapStart	0	DEPDC1
chr1	68962852	68962874	23	*	X00575	55635	68939835	68962799	22965	-	52	upstream	52	DEPDC1
chr1	70032923	70032950	28	*	X00576	57554	70032868	70589171	556304	+	0	inside	54	LRRC7
chr1	70032992	70033007	16	*	X00577	57554	70032868	70589171	556304	+	0	inside	123	LRRC7
chr1	70033040	70033110	71	*	X00578	57554	70032868	70589171	556304	+	0	inside	171	LRRC7
chr1	70033144	70033180	37	*	X00579	57554	70032868	70589171	556304	+	0	inside	275	LRRC7
chr1	70671215	70671258	44	*	X00580	55631	70610485	70671361	60877	-	0	inside	102	LRRC40
chr1	70671215	70671258	44	*	X00580	9295	70671365	70717701	46337	+	106	upstream	106	SRSF11
chr1	70671271	70671491	221	*	X00581	55631	70610485	70671361	60877	-	0	overlapStart	0	LRRC40
chr1	70671271	70671491	221	*	X00581	9295	70671365	70717701	46337	+	0	overlapStart	0	SRSF11
chr1	70820219	70820604	386	*	X00583	11147	70820493	70833705	13213	+	0	overlapStart	0	HHLA3
chr1	70820219	70820604	386	*	X00583	81573	70724685	70820417	95733	-	0	overlapStart	0	ANKRD13C
chr1	70820825	70820872	48	*	X00584	81573	70724685	70820417	95733	-	407	upstream	407	ANKRD13C
chr1	70876893	70877043	151	*	X00585	1491	70876901	70905534	28634	+	0	overlapStart	0	CTH
chr1	71513427	71513526	100	*	X00586	5733	71318036	71513491	195456	-	0	overlapStart	0	PTGER3
chr1	71513553	71513641	89	*	X00587	5733	71318036	71513491	195456	-	61	upstream	61	PTGER3
chr1	72748531	72748715	185	*	X00588	257194	71868625	72748405	879781	-	125	upstream	125	NEGR1
chr1	72749178	72749592	415	*	X00589	257194	71868625	72748405	879781	-	772	upstream	772	NEGR1
chr1	74663900	74664113	214	*	X00590	100526835	74663896	75010116	346221	+	0	inside	3	FPGT-TNNI3K
chr1	74663900	74664113	214	*	X00590	127255	74491702	74663871	172170	-	28	upstream	28	LRRIQ3
chr1	74663900	74664113	214	*	X00590	8790	74663896	74674148	10253	+	0	inside	3	FPGT
chr1	75198695	75199108	414	*	X00591	127253	75198836	75232360	33525	+	0	overlapStart	0	TYW3
chr1	75198695	75199108	414	*	X00591	1429	75171172	75199092	27921	-	0	overlapStart	0	CRYZ
chr1	76190168	76190552	385	*	X00595	34	76190043	76229355	39313	+	0	inside	124	ACADM
chr1	76251794	76252092	299	*	X00596	26805	76253574	76253657	84	+	1481	upstream	1481	SNORD45A
chr1	76251794	76252092	299	*	X00596	5876	76251879	76260775	8897	+	0	overlapStart	0	RABGGTB
chr1	76251794	76252092	299	*	X00596	692085	76252757	76252834	78	+	664	upstream	664	SNORD45C
chr1	77685148	77685170	23	*	X00602	10026	77554667	77685132	130466	-	15	upstream	15	PIGK
chr1	78148541	78148837	297	*	X00604	26009	78030190	78149104	118915	-	0	inside	266	ZZZ3
chr1	78149259	78149278	20	*	X00605	26009	78030190	78149104	118915	-	154	upstream	154	ZZZ3
chr1	84464729	84464896	168	*	X00607	79739	84335057	84464833	129777	-	0	overlapStart	0	TTLL7
chr1	84464949	84465035	87	*	X00608	79739	84335057	84464833	129777	-	115	upstream	115	TTLL7
chr1	84543263	84543823	561	*	X00609	5567	84543745	84704181	160437	+	0	overlapStart	0	PRKACB
chr1	84764146	84764302	157	*	X00610	148418	84764049	84816481	52433	+	0	inside	96	SAMD13
chr1	84764338	84764365	28	*	X00611	148418	84764049	84816481	52433	+	0	inside	288	SAMD13
chr1	84944927	84944960	34	*	X00614	80135	84944920	84964033	19114	+	0	inside	6	RPF1
chr1	84944980	84945177	198	*	X00615	80135	84944920	84964033	19114	+	0	inside	59	RPF1
chr1	85725353	85725368	16	*	X00617	148423	85715637	85725355	9719	-	0	overlapStart	0	C1orf52
chr1	86046172	86046456	285	*	X00621	3491	86046444	86049648	3205	+	0	overlapStart	0	CCN1
chr1	86046468	86046595	128	*	X00622	3491	86046444	86049648	3205	+	0	inside	23	CCN1
chr1	86046616	86046628	13	*	X00623	3491	86046444	86049648	3205	+	0	inside	171	CCN1
chr1	87380122	87380148	27	*	X00625	9403	87328128	87380107	51980	-	14	upstream	14	SELENOF
chr1	87380122	87380148	27	*	X00625	9653	87380335	87575681	195347	+	186	upstream	186	HS2ST1
chr1	87380248	87380465	218	*	X00626	9403	87328128	87380107	51980	-	140	upstream	140	SELENOF
chr1	87380248	87380465	218	*	X00626	9653	87380335	87575681	195347	+	0	overlapStart	0	HS2ST1
chr1	87380483	87380524	42	*	X00627	9403	87328128	87380107	51980	-	375	upstream	375	SELENOF
chr1	87380483	87380524	42	*	X00627	9653	87380335	87575681	195347	+	0	inside	147	HS2ST1
chr1	87380547	87380583	37	*	X00628	9403	87328128	87380107	51980	-	439	upstream	439	SELENOF
chr1	87380547	87380583	37	*	X00628	9653	87380335	87575681	195347	+	0	inside	211	HS2ST1
chr1	87380601	87380636	36	*	X00629	9403	87328128	87380107	51980	-	493	upstream	493	SELENOF
chr1	87380601	87380636	36	*	X00629	9653	87380335	87575681	195347	+	0	inside	265	HS2ST1
chr1	87381175	87381268	94	*	X00630	9403	87328128	87380107	51980	-	1067	upstream	1067	SELENOF
chr1	87381374	87381427	54	*	X00631	9403	87328128	87380107	51980	-	1266	upstream	1266	SELENOF
chr1	89150016	89150035	20	*	X00634	5586	89149922	89301938	152017	+	0	inside	93	PKN2
chr1	89357057	89357405	349	*	X00635	2959	89318321	89357301	38981	-	0	overlapStart	0	GTF2B
chr1	89458123	89458357	235	*	X00636	494115	89445139	89458643	13505	-	0	inside	285	RBMXL1
chr1	89458123	89458357	235	*	X00636	56267	89401456	89458643	57188	-	0	inside	285	KYAT3
chr1	89458873	89458931	59	*	X00637	494115	89445139	89458643	13505	-	229	upstream	229	RBMXL1
chr1	89458873	89458931	59	*	X00637	56267	89401456	89458643	57188	-	229	upstream	229	KYAT3
chr1	90286330	90286345	16	*	X00638	55144	90286573	90401989	115417	+	227	upstream	227	LRRC8D
chr1	90460607	90461080	474	*	X00640	284695	90460678	90494094	33417	+	0	overlapStart	0	ZNF326
chr1	90460607	90461080	474	*	X00640	492303	90458824	90460525	1702	-	81	upstream	81	GEMIN8P4
chr1	90461102	90461166	65	*	X00641	492303	90458824	90460525	1702	-	576	upstream	576	GEMIN8P4
chr1	91487537	91487767	231	*	X00642	84146	91380857	91487812	106956	-	0	inside	44	ZNF644
chr1	92764207	92764646	440	*	X00644	11146	92711955	92764566	52612	-	0	overlapStart	0	GLMN
chr1	92764207	92764646	440	*	X00644	79871	92764522	92853732	89211	+	0	overlapStart	0	RPAP2
chr1	93297407	93297960	554	*	X00649	6125	93297594	93307481	9888	+	0	overlapStart	0	RPL5
chr1	93544538	93544986	449	*	X00650	22823	93544792	93604638	59847	+	0	overlapStart	0	MTF2
chr1	93811151	93811588	438	*	X00651	100131564	93775666	93811368	35703	-	0	overlapStart	0	CCDC18-AS1
chr1	93811151	93811588	438	*	X00651	1810	93811478	93828148	16671	+	0	overlapStart	0	DR1
chr1	93913674	93913689	16	*	X00652	54874	93913688	94020218	106531	+	0	overlapStart	0	FNBP1L
chr1	93913716	93913812	97	*	X00653	54874	93913688	94020218	106531	+	0	inside	27	FNBP1L
chr1	94312817	94312865	49	*	X00656	8412	94027343	94312706	285364	-	110	upstream	110	BCAR3
chr1	94312896	94313314	419	*	X00657	8412	94027343	94312706	285364	-	189	upstream	189	BCAR3
chr1	94344639	94344835	197	*	X00658	30836	94335014	94344762	9749	-	0	overlapStart	0	DNTTIP2
chr1	94344856	94344912	57	*	X00659	30836	94335014	94344762	9749	-	93	upstream	93	DNTTIP2
chr1	94883959	94884014	56	*	X00669	5825	94883933	94984219	100287	+	0	inside	25	ABCD3
chr1	95538173	95538298	126	*	X00671	199857	95448279	95538507	90229	-	0	inside	208	ALG14
chr1	95538335	95538724	390	*	X00672	199857	95448279	95538507	90229	-	0	overlapStart	0	ALG14
chr1	95538760	95538822	63	*	X00673	199857	95448279	95538507	90229	-	252	upstream	252	ALG14
chr1	95699707	95699906	200	*	X00674	25950	95699711	95712781	13071	+	0	overlapStart	0	RWDD3
chr1	100315556	100315876	321	*	X00676	178	100315640	100389579	73940	+	0	overlapStart	0	AGL
chr1	100435313	100435709	397	*	X00677	23443	100435345	100492534	57190	+	0	overlapStart	0	SLC35A3
chr1	100503449	100503832	384	*	X00678	64645	100503789	100548929	45141	+	0	overlapStart	0	MFSD14A
chr1	100598502	100598561	60	*	X00679	163786	100549102	100598511	49410	-	0	overlapStart	0	SASS6
chr1	100598502	100598561	60	*	X00679	54482	100598706	100616054	17349	+	144	upstream	144	TRMT13
chr1	100598634	100598650	17	*	X00680	163786	100549102	100598511	49410	-	122	upstream	122	SASS6
chr1	100598634	100598650	17	*	X00680	54482	100598706	100616054	17349	+	55	upstream	55	TRMT13
chr1	100731599	100731609	11	*	X00681	8634	100731714	100758325	26612	+	104	upstream	104	RTCA
chr1	100731639	100731752	114	*	X00682	8634	100731714	100758325	26612	+	0	overlapStart	0	RTCA
chr1	100731873	100731897	25	*	X00683	8634	100731714	100758325	26612	+	0	inside	158	RTCA
chr1	101361554	101361751	198	*	X00684	148867	101361632	101447311	85680	+	0	overlapStart	0	SLC30A7
chr1	101361554	101361751	198	*	X00684	2135	101337928	101360735	22808	-	818	upstream	818	EXTL2
chr1	101491272	101491560	289	*	X00685	51611	101455180	101491644	36465	-	0	inside	83	DPH5
chr1	107682778	107682798	21	*	X00686	22854	107682629	108024475	341847	+	0	inside	148	NTNG1
chr1	107682828	107682931	104	*	X00687	22854	107682629	108024475	341847	+	0	inside	198	NTNG1
chr1	108508524	108508622	99	*	X00688	10451	108113782	108507545	393764	-	978	upstream	978	VAV3
chr1	108742727	108742763	37	*	X00689	29957	108677344	108742980	65637	-	0	inside	216	SLC25A24
